review_id,member_id,book_id,Percentage_Comp,review_rating
415,18EB88AB-075F-4798-A256-C43C26059A11,170201544,0,5
416,18EB88AB-075F-4798-A256-C43C26059A11,170201831,16,5
417,19397DC1-EEAB-4A3C-8ACA-E7EE1F2E2BC3,130401957,2,4
422,195FF1F1-2ECC-4D61-802D-AB08BDBBDCB1,151201446,1,5
431,19FFAC5C-01AF-4216-A3B2-B1D41D0C3CDD,160303792,76,3
435,1A990C24-9741-4995-91F2-1F94F319BD87,170201831,97,5
438,1AC0282F-6929-44C6-9A56-E34C84020ACE,161200548,1,5
444,1AEC0BFB-EE76-4093-BC1D-82421F715C2F,170105681,1,3
449,1B14F0BA-C096-49AC-9055-8D27EE4FD48E,160303792,0,5
453,1B8A8EA8-4D59-454B-BCBB-069E4A92A808,160602274,41,5
457,1BBE7386-E286-4001-BB53-A8E8CAC70213,120302053,71,4
463,1C2B0D2C-0710-48EB-A31D-EDECDDA494D6,150802433,1,5
466,1C2B0D2C-0710-48EB-A31D-EDECDDA494D6,170201216,1,5
467,1C5EC5A2-9F82-4C4C-987D-8FE1B9FD1EFF,160303792,0,4
468,1C5EC5A2-9F82-4C4C-987D-8FE1B9FD1EFF,170201831,0,5
469,1C8CC362-5DB0-433E-9A6E-F31284937B32,150804254,0,5
472,1C9F4A9C-A183-4C02-B82D-6C78F0CBACE1,170201831,92,5
474,1CA666A9-BC66-4579-A73A-15813AB2DC7A,170201831,88,5
475,1CB39B66-D12F-4D35-996E-AC0C550EEB15,170107357,61,2
476,1CCA0A2B-DD72-45FA-AAC9-D20FA7F1840B,170201203,99,5
501,1CEEEEBB-551F-47CD-81A5-A8365D21A11E,170201203,99,5
502,1D21DD0C-0B50-45E6-A2AC-B610C9436F0C,170201543,2,3
504,1D76E57F-0F6F-477C-A48B-BE9F2E3A3E6D,130801241,15,4
508,1DEB5F7C-95AA-4C15-AD45-F1490D8560D6,120400543,92,1
512,1EBD7B00-B105-4696-9FFB-D5A9389BA3B5,170201525,1,4
513,1EBD7B00-B105-4696-9FFB-D5A9389BA3B5,170201881,17,4
514,1EF8C4FA-1387-49AE-9A3C-0378126CE331,170201916,32,4
516,1F5C2DF7-8999-4E99-8392-D0BC34065E3A,170201203,99,5
520,1FCF6803-F6C9-4B8E-B849-D982F149821D,161103078,90,5
525,2044E31F-164F-44D4-97E8-712556D308F9,150904461,85,5
527,2044E31F-164F-44D4-97E8-712556D308F9,170108973,19,5
531,20675FD6-BACD-4D8A-BC7B-0A59FE594B9E,160117646,45,4
533,20B2BE92-8F70-49E6-8250-05D2889DF359,140702759,61,4
534,20B48022-77B6-4610-9C75-F161DD8B39ED,140114151,21,4
535,20B48022-77B6-4610-9C75-F161DD8B39ED,140114152,73,4
539,210B2033-D83F-4ED3-ADF1-D7319167F863,160604186,0,5
540,210F15A5-FFF2-49B6-9348-D3408256CEF7,161208160,43,5
541,2150D365-DDA9-4449-97B0-B17CB7AF68FA,160604186,83,5
542,2150D365-DDA9-4449-97B0-B17CB7AF68FA,170200740,66,5
543,2150D365-DDA9-4449-97B0-B17CB7AF68FA,170200741,88,2
544,21766017-1504-4E96-9781-80F20836A590,160303792,1,5
556,223D777E-0796-4E4D-80D2-3F4DEA43F7F1,170108262,0,5
560,22616308-0863-48B7-9CBD-82EBB4043179,151202846,97,1
561,22616308-0863-48B7-9CBD-82EBB4043179,161202823,74,5
562,22616308-0863-48B7-9CBD-82EBB4043179,170109019,1,1
566,2286D064-6599-4E45-9D83-CEF3E6B4E8D5,170106362,1,5
567,229F398D-D247-4167-9501-17588D5EF2AC,160300711,76,5
571,22EEFA6E-B3D5-4929-ABB7-7C9EB4241ED8,150202137,77,5
573,2324859C-CA74-4290-A67F-AA45469855ED,121001749,99,4
574,2362A7C5-6DD1-490E-8E31-AE7E41531D8D,161205078,50,5
575,2362A7C5-6DD1-490E-8E31-AE7E41531D8D,170200631,24,5
576,23675F3D-AFF2-4404-8634-24BD9011C191,150800001,82,5
577,23675F3D-AFF2-4404-8634-24BD9011C191,160306401,90,5
584,23DDA34D-303A-4156-83E3-D936365B4641,170201594,87,5
585,2434FC21-40B9-462B-AC09-D9E4F2E84677,160303792,96,5
587,2454319C-530C-4E4E-8792-A655EFF94D93,131101127,98,4
588,24BEE8DD-2456-4839-AF53-9B6EB938E75A,140500997,10,4
589,24BEE8DD-2456-4839-AF53-9B6EB938E75A,140500998,2,4
595,251268C9-C5C1-4A7E-9BA4-E0E823333974,170108224,0,1
597,251268C9-C5C1-4A7E-9BA4-E0E823333974,170108226,19,1
600,25399170-C94C-4AF7-B6DF-41955718DD55,170201127,20,5
603,2557DFF2-08CA-4D20-BBB9-1B4B2CE00EB1,160604186,33,5
604,2557DFF2-08CA-4D20-BBB9-1B4B2CE00EB1,170201831,1,4
611,25C4B3D7-4F24-4D17-BD38-92EF69B75F64,170201696,99,3
613,262D6A1F-8611-437E-AF91-BD5FF9AF9F2F,170108222,99,5
614,262D6A1F-8611-437E-AF91-BD5FF9AF9F2F,170108225,99,2
617,263B8E3F-787F-4BD0-B610-47A30E3B7573,140901561,71,4
618,263DF26D-9C99-4CD7-B738-0A852DA4186A,140803450,97,4
619,263DF26D-9C99-4CD7-B738-0A852DA4186A,140803451,93,4
621,267492DB-1586-4A90-8C6A-671B2076430F,150501006,71,5
622,267492DB-1586-4A90-8C6A-671B2076430F,170201539,82,4
623,268497A3-B845-4D9F-9BA7-48C7C7D0E0B7,160303792,0,4
626,2748E624-087D-4810-9ED3-C5EC46AC7AE0,170201127,53,5
630,27954024-0FFF-4BA5-B65A-163377BC3897,170200676,70,5
634,27D90F14-2BAC-418B-B6A2-0B424B051BB6,160812646,98,5
637,28262A62-6093-4904-A4CE-7A87905A16BA,120800144,1,4
638,28262A62-6093-4904-A4CE-7A87905A16BA,120800178,1,5
639,28262A62-6093-4904-A4CE-7A87905A16BA,161108516,0,5
643,285B4914-1AAF-40A6-BCF6-2F045CEC06A8,170201692,0,1
646,28C8AC07-6838-4B3A-A6F2-EAB8D92E4BE4,121001639,86,5
648,28ECDE5C-DB7A-4809-A107-707F448BAACE,170200167,0,5
650,29530817-6CE8-4B5F-ADFC-7D69A33CA9A9,120400545,70,4
651,299BCDC2-E13E-459E-8877-2956581BA85E,161205078,51,3
653,299F8E01-3D76-4BCA-A3D6-60536E5452B2,170201216,99,5
655,29BAC5F3-BA1B-4604-919A-E3E31EBD1FA7,140900506,98,4
659,29D3B93E-F522-49FA-903A-7FC4D0BF6BE6,170200676,17,5
664,2A1D05D1-B88F-4B4E-B1AD-A80167E9DB94,160604186,0,5
666,2A1D05D1-B88F-4B4E-B1AD-A80167E9DB94,170200741,99,3
673,2B05F06F-4746-4903-AB82-091AE797BE72,170105888,37,4
674,2B05F06F-4746-4903-AB82-091AE797BE72,170201831,97,5
675,2B23EAA3-74F7-4D46-A21B-B787F33F237A,160303792,91,3
684,2C2F3D49-8DED-4731-9D65-ADA73B70285D,170201127,64,5
686,2C68ABED-F261-4A18-85BA-4EE18C7C0D69,141004973,4,5
688,2C68ABED-F261-4A18-85BA-4EE18C7C0D69,161104159,52,5
692,2C8AB8DE-8380-4AA7-A004-CF675C0DFDD8,150101998,99,3
694,2CC02BDD-5F5A-4FF7-97CB-73C940B1BF57,160307393,98,4
696,2CE814B0-155C-477C-B473-A0CAE33E406B,160702941,99,5
699,2CF1735F-53E9-4090-8046-90A5DBC32926,170200740,13,5
700,2CF1735F-53E9-4090-8046-90A5DBC32926,170201127,89,5
701,2CF1735F-53E9-4090-8046-90A5DBC32926,170201196,68,5
702,2CF6B624-D9B6-4292-AB64-9EFDE58F0733,120302341,39,4
709,2D736596-B21D-45FE-90DF-79A8BEC9EF1B,161208318,0,5
710,2D75CF16-00C8-426D-8677-CA5A4294C816,151102325,90,5
715,2DD7BC38-54E9-4226-BFE4-C1017AD7F415,170201694,94,4
717,2E1C9D6F-0A18-4A1A-9DBB-F8BE6B5CEA6E,150902196,56,5
721,2E754B72-5A36-4A3C-92C0-B1C3690B907A,161205033,0,5
724,2E99F704-BAF5-4A3E-88DF-F3786E1F1B96,160902510,1,5
725,2EA9CC4D-6416-4922-A3C5-96D9A34CDC7A,150600598,98,5
727,2EA9CC4D-6416-4922-A3C5-96D9A34CDC7A,160813144,5,5
728,2EA9CC4D-6416-4922-A3C5-96D9A34CDC7A,161104159,3,5
729,2EB2EAED-2BFE-4459-96BA-CF9CC431F414,170201831,97,4
734,2EEC0399-7012-4D17-8044-B8BC40A7C00F,170202157,0,5
737,2EF74EA4-C006-4B85-8BDE-1CE06587A9D9,140901559,1,4
739,2F5537AF-FD41-4089-8D8B-02A9C1964DFC,170201127,23,3
742,2FB5C148-7792-4C85-B64C-73E2FEBFF614,160401972,98,5
743,2FE4B780-69F5-4367-B4E9-14418F7E693F,140114156,14,1
751,30402C69-0235-45F3-8B13-5B5BC66A9DA0,170201831,85,5
753,304FA816-C9D9-497D-A9BE-22F080ACC312,140114156,39,1
754,304FA816-C9D9-497D-A9BE-22F080ACC312,140114157,99,1
755,304FA816-C9D9-497D-A9BE-22F080ACC312,170108501,98,5
756,30872745-56A2-403E-9F9B-ADA80A67A076,120802072,99,1
758,308C881E-D927-4352-BDD3-9ED313EB61F0,170201877,40,5
759,308C881E-D927-4352-BDD3-9ED313EB61F0,170201916,1,4
760,30C6C37E-870C-4B93-B2A2-0FC1BE0A03D5,170109406,99,5
764,319B3D66-EE0B-451E-8C4E-1ABE01138686,170108230,89,5
771,3201DA44-CD9E-45B9-9B58-16BAC2C9F4FE,170108227,89,5
772,32327E61-AAE9-4CC6-A64A-2DE1A84CE3FB,170201203,99,5
773,3259EB39-A8AD-48CB-8BD7-AEB724E89414,140601873,99,4
777,32F25F59-2EB9-4736-BFA5-C1F5589145FF,170201563,50,1
778,32FCE362-4131-407E-ADFB-DCEFAF47D6E8,120400295,0,4
779,32FCE362-4131-407E-ADFB-DCEFAF47D6E8,161203379,1,5
782,33355AFA-0209-4079-B395-BFAD615E9397,120902147,33,4
783,33355AFA-0209-4079-B395-BFAD615E9397,161002641,18,5
787,33ADFBAC-604B-40B8-9DAF-FA550C4742B8,170200631,22,5
791,33DF5A37-A3BC-4752-9B15-E84B4E23BCF1,160303792,1,5
792,3426F670-9742-4913-9EE2-CFDD58C8DCA3,170201694,44,4
793,3467C2A7-058F-474F-B696-8AF6CFBBA0B8,161104159,45,5
796,347A4135-7251-442F-A28A-62153E20864B,160305044,3,5
797,347A4135-7251-442F-A28A-62153E20864B,160501369,0,5
802,348F61D6-57C3-4F59-91BE-08646234CED1,170201831,0,4
803,349A0AF4-547A-43B2-9A78-3E6E7D1AC6CB,160812486,1,5
805,34A1472F-15D2-4139-9506-130FC784DBD3,170201831,85,5
809,34B8EA10-8051-4606-816F-E1ABE951D088,161108490,0,5
816,35203C56-16A2-4286-93CD-1EC2BB519A16,160117641,86,5
819,358DD194-96C5-44C0-BABD-29A6AB088F3B,170109199,77,5
820,35A7D162-8F0C-4AFE-B8D3-667BE5E9FD68,120702643,1,5
821,35A7D162-8F0C-4AFE-B8D3-667BE5E9FD68,161104159,1,5
822,35A7D162-8F0C-4AFE-B8D3-667BE5E9FD68,170108266,5,5
823,35ACD1FD-6022-4E08-8173-FE8646DC5351,160303792,22,5
824,35D57C2A-4EE1-4C2B-8138-AC77C59AB7FE,120900688,54,4
832,3653CC48-8042-4998-B4DD-94F1CA210FD1,161003689,0,2
836,365A3C1B-E64E-43FF-959D-591EB87C4D03,161205033,4,5
837,36677AF7-114C-41BF-8B10-7C05E47B32F3,110400239,40,4
840,3679E638-741A-4735-9EDF-6D790B66666C,160303792,60,5
841,36C4B2C9-A5A9-49AA-A74D-E74E8FF0DDFD,170200626,57,5
844,36F47F2B-DAB6-4004-B402-E694ECD0A708,161205033,13,5
846,3740D592-7391-44E1-BF0C-758CA62AE322,170201525,99,5
850,374B2BCB-4DE1-4B35-B2FB-F8495B9741B5,170108223,90,5
851,37775FF8-000C-48BC-9DDA-B71CD04A3BF0,170201599,67,5
852,37775FF8-000C-48BC-9DDA-B71CD04A3BF0,170201831,98,4
853,3787C37E-2EB0-4990-BD59-6009C56F95C4,170108222,94,5
854,37A3CD87-EAD5-4705-B844-AA0DECFDCDD3,170201831,99,5
855,37AE626F-F9A1-4DF4-B0FA-431510ED8C46,131100762,41,5
856,37C25F50-2363-4F30-A9BC-21CA846D600A,140114156,41,1
860,384E859E-4D08-4CBC-B180-1F643E4D3A74,160814679,58,5
862,386DD888-8F3D-4640-937D-F69B57C54C4A,150303126,1,5
864,390258D4-1F30-4D0F-A742-C9EA3819C133,170201853,33,3
866,391930F7-34AA-4E18-A56E-4CB4B79B7020,170108849,83,4
867,39551B73-0EAC-4532-84BA-66E6EA8B4F4B,170201694,90,4
868,39A44FE5-3FB9-405D-AA26-0A5FD1AC4A2C,170201694,0,4
872,39E7B879-B7C6-481A-9635-2E3FAD322ACC,170200631,87,5
876,3A1FEC3D-AEDE-48AB-B476-25A88CA63BC6,161205078,8,5
877,3A1FEC3D-AEDE-48AB-B476-25A88CA63BC6,170201203,99,4
878,3A1FEC3D-AEDE-48AB-B476-25A88CA63BC6,170201831,99,5
879,3A463AE5-7B99-4A4A-9845-F4BB877F6C2C,160815067,1,5
